LIDNUM	NAME	LATSTR	LONGSTR	LAT	LONG	ALTITUDE	MAX_AGE	BFA_MAX	BFA_MAX_ABS	FRAC_MAX	MIN_AGE	BFA_MIN	BFA_MIN_ABS	FRAC_MIN	CHRON	AGE_COMM	BASIN	SUBBASIN	COUNTRY	STATE	COUNTY	APNUMSPM	GENERAL	LOC_SYNONYMS	MEAN_HYPSODONTY	ESTIMATE_PRECIP	ESTIMATE_TEMP	ESTIMATE_NPP	PERS_WOODY_COVER	PERS_POLLEN_AP	PERS_POLLEN_NAP	PERS_POLLEN_OTHER	SIDNUM	ORDER	FAMILY	GENUS	SPECIES	SUBCLASSORSUPERORDER	SUBORDERORSUPERFAMILY	SUBFAMILY	UNIQUE	TAXON_STATUS	ID_STATUS	ADD_INFO	SOURCE_NAME	LS_MICROWEAR	LS_MESOWEAR	LS_MESOWEAR_SCORE	LS_MW_OR_HIGH	LS_MW_OR_LOW	LS_MW_CS_SHARP	LS_MW_CS_ROUND	LS_MW_CS_BLUNT	SVLENGTH	BODYMASS	SXDIMSZE	SXDIMDIS	TSHM	TCRWNHT	HORIZODONTY	CROWNTYP	CUSP_SHAPE	CUSP_COUNT_BUCCAL	CUSP_COUNT_LINGUAL	LOPH_COUNT_LON	LOPH_COUNT_TRS	FCT_AL	FCT_OL	FCT_SF	FCT_OT	FCT_CM	MICROWEAR	MESOWEAR	MESOWEAR_SCORE	MW_OR_HIGH	MW_OR_LOW	MW_CS_SHARP	MW_CS_ROUND	MW_CS_BLUNT	DIET_1	DIET_2	DIET_3	LOCOMO1	LOCOMO2	LOCOMO3	SPCOMMENT	SP_SYNONYM	SP_SYNONYM_COMMENT	HOMININ_BONES	BIPEDAL_FOOTPRINTS	CUTMARKS	STONE_TOOLS	TECHNOLOGICAL_MODE_1	TECHNOLOGICAL_MODE_2	TECHNOLOGICAL_MODE_3	CULTURAL_STAGE_1	CULTURAL_STAGE_2	CULTURAL_STAGE_3	REGIONAL_CULTURE_1	REGIONAL_CULTURE_2	REGIONAL_CULTURE_3
21976	Mezherich	49 39 0 N	31 30 0 E	49.65	31.5	\N	0.019	\N	C14	\N	0.0129	\N	C14	\N	Late Weichselian	late Paleolithic: Magdalenian: 18-19000	\N	\N	Ukraine	Cherkassy reg.	Kanev area	\N		Mezhirich	2.50	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21978	Molodova I: l.4	48 33 00 N	27 05 00 E	48.55	27.0833333333333	\N	0.057	ois3	\N	\N	0.044	\N	C14	\N	OIS3	Mousterian layer: charcoal older than 44000 Chernysh 1982: OIS3 Ivanova 1982	\N	\N	Ukraine	Chernovitskaja reg.	Sokirjanskij:Bajlova	\N		\N	2.38	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21980	Zemborzyce	51 11 0 N	22 31 0 E	51.183	22.517	\N	0.129	latepleistocene	\N	\N	0.0117	latepleistocene	\N	\N	Late Pleistocene		Mid-Polish Trough	\N	Poland			\N		\N	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21981	Skaratki	52 02 0 N	19 48 0 E	52.033	19.8	\N	0.037	\N	C14	\N	0.037	\N	C14	\N	Hengelo interstadial	middle Weichselian: interstadial Hengelo	Mid-Polish Trough	\N	Poland			\N		\N	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21982	Niedzica	49 25 0 N	20 19 0 E	49.417	20.317	\N	0.129	latepleistocene	\N	\N	0.0117	latepleistocene	\N	\N	Late Pleistocene		Northern Carpathians	\N	Poland			\N		\N	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21983	Debica	50 04 0 N	21 24 0 E	50.067	21.4	\N	0.025	\N	C14	\N	0.025	\N	C14	\N	Late Weichselian	gorny pleniglacial	Northern Carpathians	\N	Poland			\N		\N	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21984	Bzianka	50 02 0 N	21 53 0 E	50.033	21.883	\N	0.01408	\N	C14	\N	0.01408	\N	C14	\N	Late Weichselian	gorny plenigalcial (15 -30 000 BP): 3:4 Vistulian	Northern Carpathians	\N	Poland			\N		\N	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21985	Spadzista B	50 03 0 N	19 54 0 E	50.05	19.9	\N	0.024	\N	C14	\N	0.021	\N	C14	\N	late Pleistocene	gorny pleniglacial (15 - 30 000 BP) 3:4 Vistulian; Deins9 2003 p558: mammoth conf 2003	Northern Carpathians	\N	Poland			\N		\N	2.50	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22006	Stockstadt	49 0 36 N	8 26 28 E	49.01	8.441	\N	0.125	eemian	\N	\N	0.01	weichselian	\N	\N	last Interglacial	late Pleistocene	Rhine Graben	\N	Germany			\N		\N	2.50	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22007	Leeheim	49 51 0 N	8 24 0 E	49.85	8.4	\N	0.125	eemian	\N	\N	0.045	weichselian	\N	2:3	last Interglacial	late Pleistocene	Rhine Graben	\N	Germany	Rhine valley		\N		\N	2.50	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22008	Gross Rohrheim	49 42 4 N	8 27 25 E	49.701	8.457	\N	0.125	eemian	\N	\N	0.045	weichselian	\N	2:3	last Interglacial	late Pleistocene	Rhine Graben	\N	Germany	Rhine valley		\N		\N	2.23	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22009	Wolfskehlen	49 52 12 N	8 30 25 E	49.87	8.507	\N	0.125	eemian	\N	\N	0.045	weichselian	\N	2:3	last Interglacial	late Pleistocene	Rhine Graben	\N	Germany			\N		\N	2.25	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22010	Eich	49 45 0 N	8 25 48 E	49.75	8.43	\N	0.125	eemian	\N	\N	0.01	weichselian	\N	\N	last Intergalcial	late Pleistocene	Rhine Graben	\N	Germany			\N		\N	2.21	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22011	Bruhl 1	49 22 48 N	8 30 0 E	49.38	8.5	\N	0.125	eemian	\N	\N	0.01	weichselian	\N	\N	last Interglacial	late Pleistocene	Rhine Graben	\N	Germany			\N		\N	2.08	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22021	Crumstadt 1	49 49 1 N	8 31 59 E	49.817	8.533	\N	0.125	eemian	\N	\N	0.01	weichselian	\N	\N	last Interglacial	late Pleistocene	Rhine Graben	\N	Germany			\N		\N	2.08	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22032	Koshkurgan	43 9 36 N	68 8 24 E	43.16	68.14	\N	0.774	middlepleistocene.	\N	1:2	0.4515	middlepleistocene.	\N	1:2	early Middle Pleistocene	Koshkurganian = Tiraspolian (Biharian 5.4:9-6.4:9)	Syr-Darya	\N	Kazakhstan	Chikment region	t. Turkestan m. Kara	\N		\N	2.89	\N	\N	\N	\N	\N	\N	\N	25366	Proboscidea	Elephantidae	Mammuthus	trogontherii	Eutheria	\N		trogontherii	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	\N	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22034	Aveley	51 30 0 N	0 16 0 E	51.5	0.267	\N	0.243	ois7	\N	\N	0.191	ois7	\N	\N	prev. Ipswichian		\N	\N	United Kingdom			\N	y	\N	2.44	\N	\N	\N	\N	\N	\N	\N	23925	Proboscidea	Elephantidae	Mammuthus	trogontherii	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	10371976	\N	\N	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	\N	\N	1	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22038	Dushelan	53 36 0 N	109 51 36 E	53.6	109.86	\N	0.115	weichselian	\N	1:2	0.0625	weichselian	\N	1:2	Weichselian	Zyrjansk	\N	\N	Russia	Bajkal area	Barguzinsk depressio	\N		Barguzinskaja depression	2.63	\N	\N	\N	\N	\N	\N	\N	25286	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		advanced	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	5000000	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22039	Kumora	55 48 0 N	111 0 0 E	55.8	111	\N	0.115	weichselian	\N	1:4	0.03625	weichselian	\N	3:4	Zyrjanka: ear Weichs	early Weichselian: late Pleistocene	\N	\N	Russia	Bajkal area	Barguzinsk depressio	\N		\N	3.00	\N	\N	\N	\N	\N	\N	\N	22850	Proboscidea	Elephantidae	Mammuthus	indet.	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	\N	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Archidiskodon indet.	synonym of genus Mammuthus	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22040	Kujtun	51 48 0 N	107 36 0 E	51.8	107.6	\N	0.129	latepleistocene	\N	\N	0.0117	latepleistocene	\N	\N	Late Pleistocene		\N	\N	Russia	Bajkal area		\N		\N	2.86	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22043	Naedino	52 0 0 N	107 30 0 E	52	107.5	\N	0.129	latepleistocene	\N	\N	0.0117	latepleistocene	\N	\N	Late Pleistocene		\N	\N	Russia	Bajkal area		\N		\N	2.86	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22044	Naushki	51 0 0 N	106 36 0 E	51	106.6	\N	0.129	latepleistocene	\N	\N	0.0117	latepleistocene	\N	\N	Late Pleistocene		\N	\N	Russia	Bajkal area		\N		\N	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22045	Nikolaevskoe	52 0 0 N	107 27 0 E	52	107.45	\N	0.129	latepleistocene	\N	\N	0.0117	latepleistocene	\N	\N	Late Pleistocene		\N	\N	Russia	Bajkal area		\N		\N	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22046	Nikolskoe: Bajkal	51 57 0 N	107 33 0 E	51.95	107.55	\N	0.129	latepleistocene	\N	\N	0.0117	latepleistocene	\N	\N	Late Pleistocene		\N	\N	Russia	Bajkal area		\N		\N	2.80	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22050	Tamir: Khlebnaja pad	50 42 0 N	107 0 0 E	50.7	107	\N	0.129	latepleistocene	\N	\N	0.0117	latepleistocene	\N	\N	Late Pleistocene	orig. Cervus euryceros	\N	\N	Russia	Bajkal area		\N		Khlebnaja Pad: Tamir: Khlebnaja pad'	2.60	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22058	Ust-Kharlun	50 32 24 N	106 48 0 E	50.54	106.8	\N	0.129	latepleistocene	\N	\N	0.0117	latepleistocene	\N	\N	Late Pleistocene		\N	\N	Russia	Bajkal area		\N		\N	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22061	Shadzyga	50 21 0 N	106 0 0 E	50.35	106	\N	0.129	latepleistocene	\N	\N	0.0117	latepleistocene	\N	\N	Late Pleistocene		\N	\N	Russia	Bajkal area		\N		\N	2.75	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22062	Ikur	50 19 12 N	104 54 0 E	50.32	104.9	\N	0.129	latepleistocene	\N	\N	0.0117	latepleistocene	\N	\N	Late Pleistocene		\N	\N	Russia	Bajkal area		\N		\N	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22075	Crayford	51 27 0 N	0 10 59 E	51.45	0.183	\N	0.243	ois7	\N	\N	0.191	ois7	\N	\N	Aveley interlglacial		\N	\N	United Kingdom		Kent	\N	y	\N	2.50	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	1	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22077	Dorog	47 43 9 N	18 43 18 E	47.719	18.722	\N	0.115	weichselian	\N	\N	0.01	weichselian	\N	\N	Weichselian		Pannonian	\N	Hungary			\N		\N	2.25	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22078	Kalman Lambrecht cave	48 10 1 N	20 34 59 E	48.167	20.583	\N	0.125	eemian	\N	\N	0.115	eemian	\N	\N	Eemian	Süttonian: Varbonian and Subalyukian substage; Eemian 70-75.000 Paleolit-Mesolit	Pannonian	\N	Hungary			\N		\N	2.09	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22080	Subalyuk 16-20	47 58 1 N	20 28 18 E	47.967	20.472	\N	0.05	\N	C14	\N	0.05	\N	C14	\N	Weichselian		Pannonian	\N	Hungary			\N		\N	2.50	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	1	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22081	Erd	47 23 27 N	18 53 27 E	47.391	18.891	\N	0.04	\N	C14	\N	0.04	\N	C14	\N	Weichselian		Pannonian	\N	Hungary			\N		\N	2.40	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22083	Castlepook cave	54 0 0 N	7 30 0 W	54	-7.5	\N	0.03865	\N	C14	\N	0.032	\N	C14	\N	Weichselian		\N	\N	Ireland			\N		\N	2.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22084	Pilisszanto 1	47 40 9 N	18 54 0 E	47.669	18.9	\N	0.025	\N	C14	\N	0.025	\N	C14	\N	Weichselian		Pannonian	\N	Hungary			\N		\N	2.40	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
22085	Starunia	48 33 0 N	24 30 0 E	48.55	24.5	\N	0.036	\N	C14	\N	0.019	\N	C14	\N	Weichselian		Northern Carpathians	\N	Ukraine	Western Ukraine		\N		\N	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
