LIDNUM	NAME	LATSTR	LONGSTR	LAT	LONG	ALTITUDE	MAX_AGE	BFA_MAX	BFA_MAX_ABS	FRAC_MAX	MIN_AGE	BFA_MIN	BFA_MIN_ABS	FRAC_MIN	CHRON	AGE_COMM	BASIN	SUBBASIN	COUNTRY	STATE	COUNTY	APNUMSPM	GENERAL	LOC_SYNONYMS	MEAN_HYPSODONTY	ESTIMATE_PRECIP	ESTIMATE_TEMP	ESTIMATE_NPP	PERS_WOODY_COVER	PERS_POLLEN_AP	PERS_POLLEN_NAP	PERS_POLLEN_OTHER	SIDNUM	ORDER	FAMILY	GENUS	SPECIES	SUBCLASSORSUPERORDER	SUBORDERORSUPERFAMILY	SUBFAMILY	UNIQUE	TAXON_STATUS	ID_STATUS	ADD_INFO	SOURCE_NAME	LS_MICROWEAR	LS_MESOWEAR	LS_MESOWEAR_SCORE	LS_MW_OR_HIGH	LS_MW_OR_LOW	LS_MW_CS_SHARP	LS_MW_CS_ROUND	LS_MW_CS_BLUNT	SVLENGTH	BODYMASS	SXDIMSZE	SXDIMDIS	TSHM	TCRWNHT	HORIZODONTY	CROWNTYP	CUSP_SHAPE	CUSP_COUNT_BUCCAL	CUSP_COUNT_LINGUAL	LOPH_COUNT_LON	LOPH_COUNT_TRS	FCT_AL	FCT_OL	FCT_SF	FCT_OT	FCT_CM	MICROWEAR	MESOWEAR	MESOWEAR_SCORE	MW_OR_HIGH	MW_OR_LOW	MW_CS_SHARP	MW_CS_ROUND	MW_CS_BLUNT	DIET_1	DIET_2	DIET_3	LOCOMO1	LOCOMO2	LOCOMO3	SPCOMMENT	SP_SYNONYM	SP_SYNONYM_COMMENT	HOMININ_BONES	BIPEDAL_FOOTPRINTS	CUTMARKS	STONE_TOOLS	TECHNOLOGICAL_MODE_1	TECHNOLOGICAL_MODE_2	TECHNOLOGICAL_MODE_3	CULTURAL_STAGE_1	CULTURAL_STAGE_2	CULTURAL_STAGE_3	REGIONAL_CULTURE_1	REGIONAL_CULTURE_2	REGIONAL_CULTURE_3
27005	Rato Khola 2	27 0 0 N	85 0 0 E	27	85	\N	3.596	c2an	\N	\N	1.945	c2r	\N	\N	\N	By association with Surai Khola localities	Ganga Sub-basin - Indo-Gangetic	\N	Nepal	\N	Mohottari District	\N	y	\N	2.00	\N	\N	\N	\N	\N	\N	\N	24147	Proboscidea	Elephantidae	Elephas	planifrons	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	\N	2583645	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	Archidiskodon planifrons:Mammuthus planifrons	synonym of Elephas planifrons?:not valid species-genus combination perhaps Elephas planifrons?	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27006	Uttarbeni?Parmandal (lower)	33 41 0 N	76 55 0 E	33.6833333333333	76.9166666666667	\N	3.5	\N	absolute	\N	2.5	\N	absolute	\N	\N	below the middle tuff dated 2:5 Ma	\N	\N	India	\N	Jammu	\N	y	Nagrota	2.50	\N	\N	\N	\N	\N	\N	\N	24147	Proboscidea	Elephantidae	Elephas	planifrons	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	\N	2583645	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	Archidiskodon planifrons:Mammuthus planifrons	synonym of Elephas planifrons?:not valid species-genus combination perhaps Elephas planifrons?	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27007	Uttarbeni?Parmandal (upper)	33 41 0 N	76 55 0 E	33.6833333333333	76.9166666666667	\N	2	\N	absolute	\N	1	\N	absolute	\N	\N	above the middle tuff dated 2:5 Ma	\N	\N	India	\N	Jammu	\N	y	Nagrota	2.60	\N	\N	\N	\N	\N	\N	\N	24147	Proboscidea	Elephantidae	Elephas	planifrons	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	\N	2583645	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	Archidiskodon planifrons:Mammuthus planifrons	synonym of Elephas planifrons?:not valid species-genus combination perhaps Elephas planifrons?	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27008	Tatrot	30 45 0 N	76 50 0 E	30.75	76.8333333333333	\N	3.6	piacenzian	\N	\N	2.58	piacenzian	\N	\N	\N	\N	Punjab Sub-basin - Indo-Gangetic	\N	India	\N	Chandigrah	\N	y	Saketi	1.87	\N	\N	\N	\N	\N	\N	\N	24147	Proboscidea	Elephantidae	Elephas	planifrons	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	\N	2583645	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	Archidiskodon planifrons:Mammuthus planifrons	synonym of Elephas planifrons?:not valid species-genus combination perhaps Elephas planifrons?	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27009	Pinjor	33 05 25 N	73 35 00 E	33.09027777777778	73.58333333333333	\N	2.581	c2r	\N	\N	0.52066666666667	c1n	\N	1:3	\N	Interpolated top age 0.6 MA	Kohat - Potwar Foldbelt	\N	India	\N	Chandigrah	\N	y	\N	2.03	\N	\N	\N	\N	\N	\N	\N	24147	Proboscidea	Elephantidae	Elephas	planifrons	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	\N	2583645	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	Archidiskodon planifrons:Mammuthus planifrons	synonym of Elephas planifrons?:not valid species-genus combination perhaps Elephas planifrons?	1	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27016	Tajmyr Hol	74 30 0 N	112 0 0 E	74.5	112	\N	0.00992	\N	C14	\N	0.00325	\N	C14	\N	Holocene	\N	Yenisey - Khatanga	\N	Russia	\N	\N	\N	\N	\N	2.60	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27018	Engelgardt L latest: Tajmyr	75 0 0 N	100 0 0 E	75	100	\N	0.01	\N	C14	\N	0.01	\N	C14	\N	\N	\N	\N	\N	Russia	Tajmyr	\N	\N	\N	Tajmyr	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27019	Kupchiktach L late: Tajmyr	73 36 0 N	101 7 48 E	73.6	101.13	\N	0.01	\N	C14	\N	0.01	\N	C14	\N	\N	\N	Yenisey - Khatanga	\N	Russia	Tajmyr	\N	\N	\N	Tajmyr	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27020	Kotelnyj island: Baliktjakh: N	75 18 0 N	138 0 0 E	75.3	138	\N	0.0137	\N	C14	\N	0.01075	\N	C14	\N	\N	\N	\N	\N	Russia	Novobirskie islands	\N	\N	\N	Novosibirskie isl.	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27038	Korman IV	48 16 12 N	27 16 48 E	48.27	27.28	\N	0.044	\N	C14	\N	0.0275	\N	C14	\N	late Weichselian	early Upper Palaeolithic	\N	\N	Russia	\N	\N	\N	\N	\N	2.50	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27039	Molodova V [Kosoutsy]	48 16 12 N	27 16 48 E	48.27	27.28	\N	0.019	\N	C14	\N	0.013	\N	C14	\N	23100	Aurignacian from OIS3 project and 13-19.000 from David	\N	\N	Moldova	\N	\N	\N	\N	Kosoutsy: Cosauti I	2.22	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27044	Zarajsk	54 45 54 N	38 53 2 E	54.765	38.884	\N	0.023	\N	C14	\N	0.0179	\N	C14	\N	Late Weichselian	Gravettian	Moscow	\N	Russia	\N	\N	\N	\N	\N	2.33	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27045	Lugovskoe	60 54 0 N	68 30 36 E	60.9	68.51	\N	0.03009	\N	C14	\N	0.01021	\N	C14	\N	11400-18250 most	11400-18250 most: Sartanian	Central Sub-basin - West Siberia	\N	Russia	\N	\N	\N	\N	\N	2.43	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27047	North Sea Reindeer culture	52 30 0 N	4 30 0 E	52.5	4.5	\N	0.03625	weichselian	\N	4:4	0.01	weichselian	\N	4:4	late Paleolithic	13-10000 reindeer hunting: late Palaeolithic	Southern North Sea - Anglo-Dutch	\N	Netherlands	\N	\N	\N	\N	\N	2.50	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27048	North Sea combined	52 30 0 N	4 30 0 E	52.5	4.5	\N	0.0438	\N	C14	\N	0.02946	\N	C14	\N	middle Pleniglacial	\N	Southern North Sea - Anglo-Dutch	\N	Netherlands	\N	\N	\N	\N	\N	2.33	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27052	Kupchiktach L: Tajmyr	73 36 0 N	101 7 48 E	73.6	101.13	\N	0.0404	\N	C14	\N	0.03	\N	C14	\N	middle Weichselian	\N	Yenisey - Khatanga	\N	Russia	Tajmyr	\N	\N	\N	Tajmyr pla	2.33	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27078	Nihewan_Xiashagou	40 10 00 N	114 10 00 E	40.1666666666667	114.166666666667	\N	2.4367	c2r.2r	\N	2:3	1.778	c2n	\N	3:3	\N	\N	\N	\N	China	Hebei	Yangyuan	\N	y	\N	2.26	\N	\N	\N	\N	\N	\N	\N	25366	Proboscidea	Elephantidae	Mammuthus	trogontherii	Eutheria	\N		trogontherii	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	\N	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27094	Tsalka	41 34 30 N	44 05 0 E	41.575	44.0833333333333	\N	3.55	villafranchian	\N	\N	1.9	villafranchian	\N	\N	\N	Upper Villafranchian	\N	\N	Georgia	\N	\N	\N	\N	\N	2.20	\N	\N	\N	\N	\N	\N	\N	22842	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		meridionalis	\N	\N	\N	Archidiskodon meridionalis * from merge	\N	\N		\N	\N	\N	\N	\N	&gt;5m	\N	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	br/gr	te	surficial	graviportal	\N	Archidiskodon meridionalis	synonym of Mammuthus meridionalis	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27143	Sinda 14	1 4 59 N	30 00 00 E	1.0833333333333302	30	\N	5.3	mn14	\N	\N	5	mn14	\N	\N	\N	Mio-Pliocene	\N	\N	Congo: Democratic republic of (prev. Zaire)	\N	\N	\N	\N	\N	1.67	\N	\N	\N	\N	\N	\N	\N	28768	Proboscidea	Elephantidae	Mammuthus	subplanifrons	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	\N	6220665	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	Archidiskodon nyanzae:Archidiskodon subplanifrons	synonym of Mammuthus subplanifrons (Maglio 1973):synonym of Mammuthus subplanifrons (Sanders et al. 2010)	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27145	Sinda All	1 4 59 N	30 00 00 E	1.0833333333333302	30	\N	5.3	mn14	\N	\N	5	mn14	\N	\N	\N	\N	\N	\N	Congo: Democratic republic of (prev. Zaire)	\N	\N	\N	\N	\N	1.33	\N	\N	\N	\N	\N	\N	\N	28768	Proboscidea	Elephantidae	Mammuthus	subplanifrons	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	\N	6220665	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	Archidiskodon nyanzae:Archidiskodon subplanifrons	synonym of Mammuthus subplanifrons (Maglio 1973):synonym of Mammuthus subplanifrons (Sanders et al. 2010)	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27157	Tsao Chuang	37 2 31 N	112 59 25 E	37.04222222222219	112.990277777778	\N	5.333	pliocene	\N	\N	2.58	pliocene	\N	\N	\N	Late Pliocen	Fenwei	Shanxi	China	\N	Shou Yang	\N	\N	\N	3.00	\N	\N	\N	\N	\N	\N	\N	22850	Proboscidea	Elephantidae	Mammuthus	indet.	Eutheria	\N		-	\N	\N	\N	Archidiskodon indet. * from merge	\N	\N		\N	\N	\N	\N	\N	&gt;5m	\N	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Archidiskodon indet.	synonym of genus Mammuthus	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27199	Vatera (VTR)	39 15 41 N	26 16 43 E	39.2613888888889	26.278611111111097	\N	2.5	mn17	\N	\N	1.9	mn17	\N	\N	\N	\N	Northern Aegean	\N	Greece	Lesvos Island	\N	\N	\N	\N	2.22	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	species id uncertain	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27266	Tjidulang	7 23 59 S	110 37 59 E	-7.39972222222222	110.633055555556	\N	1.9	oldstylepleistocene	\N	\N	0.0117	oldstylepleistocene	\N	\N	\N	\N	Java Sea	\N	Indonesia	\N	\N	\N	\N	\N	2.00	\N	\N	\N	\N	\N	\N	\N	24147	Proboscidea	Elephantidae	Elephas	planifrons	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	\N	2583645	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	Archidiskodon planifrons:Mammuthus planifrons	synonym of Elephas planifrons?:not valid species-genus combination perhaps Elephas planifrons?	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27267	Kali Glagah	7 37 49 S	109 51 39 E	-7.6302777777777795	109.860833333333	\N	1.9	oldstylepleistocene	\N	\N	0.0117	oldstylepleistocene	\N	\N	\N	\N	South Java	\N	Indonesia	\N	\N	\N	\N	\N	1.60	\N	\N	\N	\N	\N	\N	\N	24147	Proboscidea	Elephantidae	Elephas	planifrons	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	\N	2583645	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	Archidiskodon planifrons:Mammuthus planifrons	synonym of Elephas planifrons?:not valid species-genus combination perhaps Elephas planifrons?	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27465	La Fage	45 15 11 N	2 12 0 E	45.2531089	2.2002162	\N	0.3	ois8	\N	\N	0.243	ois8	\N	\N	\N	\N	\N	\N	France	\N	\N	\N	\N	Aven I des Abimes de La Fage	2.08	\N	15.0	752	\N	\N	\N	\N	34402	Proboscidea	Elephantidae	Mammuthus	intermedius	Eutheria	\N	\N	-	\N	\N	Mammuthus intermedius	\N	\N	\N		\N	\N	\N	\N	\N	\N	\N	\N	\N	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27492	Durfort	43 59 19 N	3 57 5 E	43.988862438849004	3.95147323608398	\N	1	\N	absolute	\N	0.5	\N	absolute	\N	\N	Early-middle Pleistocene transition	Southeast France	\N	France	\N	Gard	\N	\N	\N	2.20	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27704	El-Kherba	35 24 59 N	04 08 0 E	35.4166666666667	4.13333333333333	\N	1.9	oldstylepleistocene	\N	\N	0.0117	oldstylepleistocene	\N	\N	\N	Lower Pleistocene	Atlas	\N	Algeria	\N	\N	\N	\N	\N	2.80	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	Elephas moghrebiensis * from merge	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27811	Dorn-Dürkheim 3	49 46 6 N	8 16 9 E	49.76844	8.269213	\N	1.9	biharian	\N	\N	0.781	matuyama	\N	\N	\N	\N	Rhine Graben	\N	Germany	Rheinland-Pfalz	\N	\N	\N	Dorn Dürkheim 3	2.11	\N	14.5	736	\N	\N	\N	\N	23925	Proboscidea	Elephantidae	Mammuthus	trogontherii	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	10371976	\N	\N	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27985	Tjidulang	0 43 6 N	114 59 02 E	0.718333333333333	114.983888888889	\N	5.333	pliocene	\N	\N	2.58	pliocene	\N	\N	\N	3 - 2 Myr	Kutei	\N	Indonesia	\N	\N	\N	\N	\N	2.00	\N	\N	\N	\N	\N	\N	\N	24147	Proboscidea	Elephantidae	Elephas	planifrons	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	\N	2583645	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	Archidiskodon planifrons:Mammuthus planifrons	synonym of Elephas planifrons?:not valid species-genus combination perhaps Elephas planifrons?	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27994	Akhalkalaki	41 32 35 N	43 27 39 E	41.5433333333333	43.460833333333305	\N	1.9	oldstylepleistocene	\N	\N	0.0117	oldstylepleistocene	\N	\N	\N	Galerian/Tiraspolian	\N	\N	Georgia	\N	\N	\N	\N	\N	2.67	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27994	Akhalkalaki	41 32 35 N	43 27 39 E	41.5433333333333	43.460833333333305	\N	1.9	oldstylepleistocene	\N	\N	0.0117	oldstylepleistocene	\N	\N	\N	Galerian/Tiraspolian	\N	\N	Georgia	\N	\N	\N	\N	\N	2.67	\N	\N	\N	\N	\N	\N	\N	23925	Proboscidea	Elephantidae	Mammuthus	trogontherii	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	10371976	\N	\N	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27996	Azykh Cave: Unit VI	39 37 09 N	46 59 19 E	39.619166666666665	46.98861111111111	\N	1.9	oldstylepleistocene	\N	\N	0.0117	oldstylepleistocene	\N	\N	\N	Singillian/Urup	Kura - Kartli	\N	Azerbaijan	Karabakh	Nagorno-Karabagh	\N	\N	Azikh: Azokh	2.14	\N	\N	\N	\N	\N	\N	\N	23925	Proboscidea	Elephantidae	Mammuthus	trogontherii	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	10371976	\N	\N	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
27998	Azykh Cave: Unit I-V	39 37 09 N	46 59 19 E	39.619166666666665	46.98861111111111	\N	1.9	oldstylepleistocene		\N	0.0117	oldstylepleistocene		\N	\N	Min age of Unit I - 157 years BP (C14). Max age for Unit V - 0.2-0.3 Ma (U-series &amp; ESR).	Kura - Kartli	\N	Azerbaijan	Karabakh	Nagorno-Karabakh	\N	\N	Azokh: Azikh	2.36	\N	\N	\N	\N	\N	\N	\N	23925	Proboscidea	Elephantidae	Mammuthus	trogontherii	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	10371976	\N	\N	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	\N	\N	1	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
